dolomita             2        1062.72E+00   8.48E+00   3.46E+03   5.75E+00   
dolomita             2        1072.69E+00   7.80E+00   3.08E+03   6.30E+00   
dolomita             2        1082.73E+00   7.75E+00   3.30E+03   5.75E+00   
dolomita             2        1092.72E+00   8.32E+00   3.17E+03   5.55E+00   
dolomita             2        1102.71E+00   8.27E+00   3.34E+03   5.92E+00   
dolomita             2        1112.72E+00   7.96E+00   3.57E+03   5.82E+00   
dolomita             2        1122.75E+00   8.27E+00   3.71E+03   5.87E+00   
dolomita             2        1132.66E+00   8.48E+00   3.42E+03   5.85E+00   
dolomita             2        1142.70E+00   7.79E+00   3.62E+03   5.63E+00   
dolomita             2        1152.69E+00   8.26E+00   3.72E+03   6.27E+00   
dolomita             2        1162.75E+00   8.44E+00   3.88E+03   5.87E+00   
dolomita             2        1172.79E+00   8.31E+00   3.58E+03   6.01E+00   
dolomita             2        1182.74E+00   7.73E+00   3.64E+03   5.67E+00   
dolomita             2        1192.75E+00   7.61E+00   3.30E+03   5.68E+00   
dolomita             2        1202.74E+00   8.80E+00   3.87E+03   5.71E+00   
dolomita             2        1512.75E+00   8.10E+00   3.45E+03   6.26E+00   
dolomita             2        1522.73E+00   8.28E+00   3.64E+03   6.00E+00   
dolomita             2        1532.73E+00   8.70E+00   3.56E+03   6.20E+00   
dolomita             2        1542.70E+00   7.63E+00   3.49E+03   5.79E+00   
dolomita             2        1552.71E+00   7.29E+00   3.60E+03   5.44E+00   
dolomita             2        1562.81E+00   8.33E+00   3.56E+03   5.67E+00   
dolomita             2        1572.75E+00   7.77E+00   3.35E+03   6.17E+00   
dolomita             2        1582.74E+00   8.84E+00   2.96E+03   6.02E+00   
dolomita             2        1592.75E+00   8.79E+00   3.65E+03   6.09E+00   
dolomita             2        1602.75E+00   8.22E+00   3.70E+03   6.40E+00   
dolomita             2        1612.72E+00   7.80E+00   3.38E+03   6.04E+00   
dolomita             2        1622.71E+00   9.22E+00   3.71E+03   5.35E+00   
dolomita             2        1632.72E+00   8.10E+00   3.65E+03   5.86E+00   
dolomita             2        1642.76E+00   8.77E+00   3.25E+03   5.37E+00   
dolomita             2        1652.78E+00   8.66E+00   3.62E+03   5.71E+00   
dolomita             2        1662.76E+00   8.73E+00   3.39E+03   6.26E+00   
dolomita             2        1672.70E+00   7.83E+00   3.54E+03   5.58E+00   
dolomita             2        1682.71E+00   8.21E+00   3.50E+03   6.04E+00   
dolomita             2        1692.73E+00   8.55E+00   3.56E+03   6.38E+00   
dolomita             2        1702.70E+00   7.81E+00   3.26E+03   5.77E+00   
dolomita             2        1712.77E+00   8.77E+00   3.28E+03   5.61E+00   
dolomita             2        1722.72E+00   8.90E+00   3.36E+03   5.86E+00   
dolomita             2        1732.73E+00   7.94E+00   3.78E+03   5.69E+00   
dolomita             2        1742.72E+00   8.63E+00   3.16E+03   5.89E+00   
dolomita             2        1752.68E+00   8.19E+00   3.49E+03   6.07E+00   
dolomita             2        1762.71E+00   8.08E+00   3.25E+03   6.21E+00   
dolomita             2        1772.74E+00   7.77E+00   3.54E+03   5.73E+00   
dolomita             2        1782.79E+00   7.83E+00   3.29E+03   5.80E+00   
dolomita             2        1792.70E+00   8.05E+00   3.48E+03   6.20E+00   
dolomita             2        1802.71E+00   9.28E+00   3.33E+03   5.73E+00   
dolomita             2        1812.68E+00   7.98E+00   3.36E+03   6.33E+00   
dolomita             2        1822.69E+00   7.45E+00   3.65E+03   6.05E+00   
dolomita             2        1832.73E+00   8.43E+00   3.69E+03   5.61E+00   
dolomita             2        1842.74E+00   8.66E+00   3.27E+03   5.90E+00   
dolomita             2        1852.72E+00   8.47E+00   3.48E+03   6.34E+00   
dolomita             2        1862.70E+00   7.74E+00   3.28E+03   5.97E+00   
dolomita             2        1872.73E+00   7.43E+00   3.66E+03   5.65E+00   
dolomita             2        1882.65E+00   8.07E+00   3.54E+03   6.02E+00   
dolomita             2        1892.68E+00   8.69E+00   3.22E+03   5.98E+00   
dolomita             2        1902.74E+00   8.43E+00   3.75E+03   6.06E+00   
dolomita             2        1912.71E+00   7.53E+00   3.26E+03   6.31E+00   
dolomita             2        1922.76E+00   8.81E+00   3.67E+03   6.54E+00   
dolomita             2        1932.69E+00   8.38E+00   3.49E+03   5.07E+00   
dolomita             2        1942.70E+00   8.20E+00   3.53E+03   5.82E+00   
dolomita             2        1952.63E+00   8.66E+00   3.45E+03   6.50E+00   
dolomita             2        1962.70E+00   7.57E+00   3.51E+03   5.96E+00   
dolomita             2        1972.77E+00   7.85E+00   3.48E+03   5.36E+00   
dolomita             2        1982.71E+00   7.76E+00   3.32E+03   5.64E+00   
dolomita             2        1992.72E+00   8.37E+00   3.54E+03   5.90E+00   
dolomita             2        2002.78E+00   8.42E+00   3.70E+03   5.62E+00   
dolomita             2        2012.78E+00   7.88E+00   3.35E+03   5.95E+00   
dolomita             2        2022.68E+00   7.40E+00   3.68E+03   6.21E+00   
dolomita             2        2032.73E+00   8.49E+00   3.32E+03   5.65E+00   
dolomita             2        2042.71E+00   9.13E+00   3.14E+03   6.00E+00   
dolomita             2        2052.75E+00   8.39E+00   2.93E+03   6.06E+00   
dolomita             2        2062.69E+00   8.02E+00   3.67E+03   5.77E+00   
dolomita             2        2072.70E+00   8.45E+00   3.52E+03   6.09E+00   
dolomita             2        2082.71E+00   8.62E+00   3.59E+03   6.16E+00   
dolomita             2        2092.74E+00   8.56E+00   3.33E+03   6.41E+00   
dolomita             2        2102.72E+00   8.29E+00   3.57E+03   5.74E+00   
dolomita             2        2112.71E+00   7.40E+00   3.42E+03   5.28E+00   
dolomita             2        2122.71E+00   8.42E+00   3.49E+03   5.98E+00   
dolomita             2        2132.65E+00   8.18E+00   3.68E+03   6.37E+00   
dolomita             2        2142.72E+00   8.76E+00   3.63E+03   6.39E+00   
dolomita             2        2152.75E+00   7.77E+00   3.51E+03   6.74E+00   
dolomita             2        2162.69E+00   8.74E+00   3.16E+03   5.56E+00   
dolomita             2        2172.72E+00   8.79E+00   3.48E+03   6.29E+00   
dolomita             2        2182.74E+00   8.76E+00   3.45E+03   6.23E+00   
dolomita             2        2192.76E+00   8.83E+00   3.41E+03   6.24E+00   
dolomita             2        2202.72E+00   7.84E+00   3.41E+03   5.96E+00   
dolomita             2        2212.69E+00   8.53E+00   3.68E+03   6.72E+00   
dolomita             2        2222.71E+00   8.59E+00   3.71E+03   6.21E+00   
dolomita             2        2232.71E+00   8.88E+00   3.54E+03   5.93E+00   
dolomita             2        2242.75E+00   8.41E+00   3.49E+03   6.34E+00   
dolomita             2        2252.72E+00   7.96E+00   3.61E+03   5.61E+00   
dolomita             2        2262.72E+00   8.16E+00   3.42E+03   5.68E+00   
dolomita             2        2272.71E+00   8.15E+00   3.44E+03   6.38E+00   
dolomita             2        2282.66E+00   8.82E+00   3.42E+03   6.39E+00   
dolomita             2        2292.72E+00   8.39E+00   3.46E+03   5.61E+00   
dolomita             2        2302.71E+00   8.43E+00   3.53E+03   5.59E+00   
dolomita             2        2312.70E+00   8.11E+00   3.49E+03   6.07E+00   
dolomita             2        2322.71E+00   8.56E+00   3.11E+03   5.91E+00   
dolomita             2        2332.74E+00   7.80E+00   3.54E+03   6.40E+00   
dolomita             2        2342.70E+00   7.73E+00   3.83E+03   5.57E+00   
dolomita             2        2352.75E+00   7.86E+00   3.25E+03   5.60E+00   
dolomita             2        2362.71E+00   8.60E+00   3.42E+03   6.48E+00   
dolomita             2        2372.75E+00   7.94E+00   3.43E+03   5.70E+00   
dolomita             2        2382.72E+00   8.33E+00   3.69E+03   6.04E+00   
dolomita             2        2392.69E+00   8.40E+00   3.42E+03   6.31E+00   
