                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
                                                                      
conglomerado             4        3692.38E+00   1.01E+02   5.74E+03   2.02E+00   
conglomerado             4        3702.38E+00   9.65E+01   5.97E+03   1.96E+00   
conglomerado             4        3712.27E+00   9.39E+01   6.21E+03   1.85E+00   
conglomerado             4        3722.27E+00   1.00E+02   6.00E+03   1.94E+00   
conglomerado             4        3732.29E+00   9.97E+01   5.89E+03   2.12E+00   
conglomerado             4        3742.30E+00   9.29E+01   5.87E+03   2.04E+00   
conglomerado             4        3752.30E+00   9.70E+01   5.61E+03   2.08E+00   
conglomerado             4        3762.28E+00   9.03E+01   6.38E+03   2.09E+00   
conglomerado             4        3772.33E+00   1.09E+02   6.58E+03   2.07E+00   
conglomerado             4        3782.30E+00   1.05E+02   6.17E+03   1.87E+00   
conglomerado             4        3792.33E+00   1.05E+02   6.35E+03   1.99E+00   
conglomerado             4        3802.28E+00   9.38E+01   6.01E+03   2.06E+00   
conglomerado             4        3812.30E+00   9.40E+01   6.30E+03   1.91E+00   
conglomerado             4        3822.28E+00   9.77E+01   5.69E+03   1.89E+00   
conglomerado             4        3832.31E+00   9.76E+01   6.07E+03   1.86E+00   
conglomerado             4        3842.32E+00   1.10E+02   6.16E+03   1.89E+00   
conglomerado             4        3852.28E+00   1.01E+02   6.24E+03   1.98E+00   
conglomerado             4        3862.27E+00   1.03E+02   5.97E+03   2.02E+00   
conglomerado             4        3872.30E+00   9.95E+01   6.32E+03   2.03E+00   
conglomerado             4        3882.28E+00   9.94E+01   5.93E+03   1.95E+00   
conglomerado             4        3892.29E+00   8.46E+01   5.70E+03   2.11E+00   
conglomerado             4        3902.29E+00   9.80E+01   5.77E+03   2.03E+00   
conglomerado             4        3912.28E+00   8.84E+01   5.97E+03   2.12E+00   
conglomerado             4        3922.32E+00   1.03E+02   6.71E+03   2.10E+00   
conglomerado             4        3932.33E+00   1.07E+02   5.93E+03   2.04E+00   
conglomerado             4        3942.30E+00   9.78E+01   6.07E+03   1.78E+00   
conglomerado             4        3952.31E+00   1.07E+02   6.13E+03   1.97E+00   
conglomerado             4        3962.27E+00   1.06E+02   5.93E+03   1.76E+00   
conglomerado             4        3972.27E+00   1.17E+02   6.08E+03   2.01E+00   
conglomerado             4        3982.27E+00   1.01E+02   5.85E+03   1.96E+00   
conglomerado             4        3992.27E+00   9.51E+01   5.80E+03   2.13E+00   
conglomerado             4        4002.33E+00   1.01E+02   6.35E+03   1.98E+00   
conglomerado             4        4012.29E+00   9.78E+01   6.17E+03   1.96E+00   
conglomerado             4        4022.33E+00   1.02E+02   5.88E+03   2.10E+00   
conglomerado             4        4032.28E+00   9.73E+01   6.96E+03   2.04E+00   
conglomerado             4        4042.28E+00   1.13E+02   6.05E+03   2.01E+00   
conglomerado             4        4052.34E+00   1.02E+02   5.71E+03   2.01E+00   
conglomerado             4        4062.33E+00   1.02E+02   5.84E+03   2.03E+00   
conglomerado             4        4072.29E+00   9.99E+01   5.70E+03   1.95E+00   
conglomerado             4        4082.27E+00   1.02E+02   5.72E+03   1.99E+00   
conglomerado             4        4092.30E+00   9.50E+01   6.47E+03   1.82E+00   
conglomerado             4        4102.29E+00   8.88E+01   6.44E+03   2.02E+00   
conglomerado             4        4112.31E+00   9.32E+01   6.00E+03   2.04E+00   
conglomerado             4        4122.23E+00   9.77E+01   6.43E+03   1.86E+00   
conglomerado             4        4132.28E+00   1.12E+02   6.35E+03   2.05E+00   
conglomerado             4        4142.29E+00   9.34E+01   6.23E+03   1.95E+00   
conglomerado             4        4152.28E+00   9.38E+01   6.24E+03   1.89E+00   
conglomerado             4        4162.27E+00   1.12E+02   6.24E+03   1.99E+00   
conglomerado             4        4172.28E+00   8.94E+01   6.06E+03   2.02E+00   
conglomerado             4        4182.31E+00   9.82E+01   5.67E+03   2.09E+00   
conglomerado             4        4192.29E+00   1.03E+02   6.43E+03   2.04E+00   
conglomerado             4        4202.26E+00   9.36E+01   6.22E+03   2.09E+00   
conglomerado             4        4212.27E+00   1.00E+02   5.64E+03   1.92E+00   
conglomerado             4        4222.29E+00   9.29E+01   6.09E+03   2.07E+00   
conglomerado             4        4232.32E+00   9.52E+01   5.96E+03   1.99E+00   
conglomerado             4        4242.31E+00   9.71E+01   5.87E+03   1.99E+00   
conglomerado             4        4252.27E+00   9.38E+01   5.82E+03   2.03E+00   
conglomerado             4        4262.31E+00   1.05E+02   6.41E+03   2.04E+00   
conglomerado             4        4272.31E+00   9.34E+01   6.02E+03   1.95E+00   
conglomerado             4        4282.29E+00   1.07E+02   6.15E+03   1.87E+00   
conglomerado             4        4292.26E+00   1.12E+02   6.40E+03   2.05E+00   
